order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
1159,Ca-New-2016-149314,02-Jul-16,07-Jul-16,Second Class,GB-14530,FUR-CH-10002126,195.184,1,0.2,19.5184
1260,US-2016-168620,24-Dec-16,28-Dec-16,Second Class,RB-19795,TEC-AC-10004469,255.68,8,0.2,76.704
1306,Ca-New-2016-101966,14-Jul-16,16-Jul-16,Second Class,BM-11785,TEC-PH-10003437,419.944,7,0.2,52.493
1546,Ca-New-2014-150245,31-Dec-14,04-Jan-15,Second Class,PC-18745,FUR-BO-10002613,1573.488,7,0.2,196.686
1608,US-2016-115819,19-Apr-16,24-Apr-16,Second Class,JO-15280,OFF-BI-10000050,5.84,1,0.2,1.971
1756,Ca-New-2015-135622,08-Dec-15,11-Dec-15,Second Class,TT-21460,OFF-PA-10000100,360.712,11,0.2,130.7581
1757,Ca-New-2015-135622,08-Dec-15,11-Dec-15,Second Class,TT-21460,TEC-PH-10001817,1718.4,6,0.2,150.36
1773,Ca-New-2016-129686,27-Nov-16,29-Nov-16,Second Class,GG-14650,TEC-AC-10001266,62.4,6,0.2,19.5
1923,Ca-New-2016-156685,08-Jul-16,10-Jul-16,Second Class,SC-20230,TEC-PH-10004345,863.64,9,0.2,107.955
1932,Ca-New-2016-152121,27-Nov-16,29-Nov-16,Second Class,CC-12670,TEC-PH-10002483,271.992,1,0.2,23.7993
2240,Ca-New-2016-146633,15-Nov-16,17-Nov-16,Second Class,TG-21310,OFF-BI-10003527,1016.792,1,0.2,381.297
2241,Ca-New-2016-146633,15-Nov-16,17-Nov-16,Second Class,TG-21310,OFF-BI-10002982,38.136,7,0.2,13.3476
2327,Ca-New-2015-105102,15-Sep-15,19-Sep-15,Second Class,BM-11575,FUR-BO-10004709,46.384,1,0.2,1.1596
2373,Ca-New-2016-159940,07-Jul-16,11-Jul-16,Second Class,BF-11020,OFF-FA-10000936,2.632,1,0.2,0.8225
2374,Ca-New-2016-159940,07-Jul-16,11-Jul-16,Second Class,BF-11020,OFF-PA-10001609,23.688,9,0.2,7.6986
2573,Ca-New-2016-155845,12-Aug-16,15-Aug-16,Second Class,CM-12235,TEC-AC-10004145,1399.944,7,0.2,52.4979
2644,Ca-New-2016-149111,17-Apr-16,21-Apr-16,Second Class,BF-11170,TEC-PH-10003092,36.792,1,0.2,4.1391
2645,Ca-New-2016-149111,17-Apr-16,21-Apr-16,Second Class,BF-11170,FUR-FU-10000206,18.624,8,0.2,6.2856
2877,US-2016-167339,21-Jan-16,23-Jan-16,Second Class,TD-20995,FUR-CH-10000785,1013.488,7,0.2,76.0116
2992,Ca-New-2016-139010,21-Feb-16,26-Feb-16,Second Class,MC-17635,OFF-BI-10002309,31.248,7,0.2,10.9368
3553,Ca-New-2016-152555,29-Mar-16,02-Apr-16,Second Class,ME-17320,TEC-PH-10001254,812.736,8,0.2,60.9552
3692,US-2015-131359,30-Oct-15,02-Nov-15,Second Class,FA-14230,TEC-CO-10001571,439.992,1,0.2,164.997
3869,Ca-New-2015-132486,23-Oct-15,27-Oct-15,Second Class,JF-15355,FUR-CH-10004495,240.784,1,0.2,27.0882
3870,Ca-New-2015-132486,23-Oct-15,27-Oct-15,Second Class,JF-15355,FUR-CH-10004540,191.968,7,0.2,16.7972
4287,Ca-New-2015-105690,21-Nov-15,26-Nov-15,Second Class,CA-11965,TEC-CO-10001571,439.992,1,0.2,164.997
4546,Ca-New-2015-126557,12-Jul-15,17-Jul-15,Second Class,RL-19615,TEC-PH-10000526,537.544,7,0.2,53.7544
4603,US-2015-113327,26-May-15,29-May-15,Second Class,BF-11170,OFF-PA-10003790,18.272,1,0.2,5.9384
4606,US-2015-113327,26-May-15,29-May-15,Second Class,BF-11170,TEC-AC-10003628,167.944,7,0.2,50.3832
4976,Ca-New-2015-142202,18-Sep-15,23-Sep-15,Second Class,JR-16210,TEC-AC-10003198,717.12,9,0.2,152.388
5104,Ca-New-2015-167374,26-Mar-15,30-Mar-15,Second Class,GM-14500,OFF-PA-10001950,40.032,6,0.2,12.51
5383,Ca-New-2016-149195,05-Sep-16,07-Sep-16,Second Class,DM-13525,OFF-FA-10001843,15.808,8,0.2,5.3352
5603,Ca-New-2016-117919,27-Aug-16,29-Aug-16,Second Class,TB-21355,OFF-ST-10003572,14.16,1,0.2,1.062
5634,Ca-New-2016-101742,23-Sep-16,28-Sep-16,Second Class,CR-12580,OFF-BI-10004187,10.528,7,0.2,3.6848
6138,US-2016-142251,31-Oct-16,04-Nov-16,Second Class,FO-14305,OFF-PA-10002986,32.064,6,0.2,11.2224
6206,Ca-New-2016-133697,20-Oct-16,24-Oct-16,Second Class,CM-12445,OFF-PA-10000726,51.016,7,0.2,15.9425
6241,US-2016-131912,29-Oct-16,01-Nov-16,Second Class,LH-17155,OFF-BI-10004236,11.744,1,0.2,3.8168
6306,Ca-New-2016-163328,04-Nov-16,06-Nov-16,Second Class,TP-21565,OFF-SU-10002301,17.584,7,0.2,-4.1762
6307,Ca-New-2016-163328,04-Nov-16,06-Nov-16,Second Class,TP-21565,FUR-CH-10003298,104.784,1,0.2,-14.4078
6310,Ca-New-2016-163328,04-Nov-16,06-Nov-16,Second Class,TP-21565,OFF-LA-10003930,629.184,8,0.2,228.0792
6311,Ca-New-2016-163328,04-Nov-16,06-Nov-16,Second Class,TP-21565,OFF-PA-10000176,15.176,1,0.2,5.3116
6930,Ca-New-2016-140382,23-Jun-16,25-Jun-16,Second Class,RD-19900,TEC-PH-10003012,862.344,7,0.2,97.0137
7095,US-2015-153374,09-Feb-15,13-Feb-15,Second Class,JF-15565,TEC-AC-10001908,479.952,6,0.2,89.991
7193,Ca-New-2016-116918,01-Oct-16,06-Oct-16,Second Class,JK-15205,OFF-AR-10003631,30.976,8,0.2,5.0336
7627,US-2015-159499,21-Nov-15,23-Nov-15,Second Class,EM-14095,OFF-AP-10002867,325.632,6,0.2,28.4928
7822,Ca-New-2016-169334,21-Oct-16,24-Oct-16,Second Class,GW-14605,OFF-ST-10004950,111.672,9,0.2,6.9795
8186,Ca-New-2015-136728,13-Sep-15,17-Sep-15,Second Class,AG-10900,OFF-EN-10002621,7.824,1,0.2,2.934
8274,Ca-New-2015-104059,13-Jun-15,15-Jun-15,Second Class,FC-14245,OFF-AR-10000634,3.424,1,0.2,0.2996
8285,Ca-New-2015-154284,21-Dec-15,26-Dec-15,Second Class,SZ-20035,TEC-AC-10003198,637.44,8,0.2,135.456
8474,Ca-New-2015-169733,22-Oct-15,26-Oct-15,Second Class,GM-14500,OFF-ST-10000876,9.952,1,0.2,0.9952
8559,Ca-New-2016-132829,23-Dec-16,26-Dec-16,Second Class,LA-16780,OFF-LA-10002945,45.36,9,0.2,14.742
8669,Ca-New-2016-149916,22-Dec-16,24-Dec-16,Second Class,ED-13885,TEC-MA-10000752,11.56,1,0.2,3.757
8719,Ca-New-2016-120824,12-Jun-16,16-Jun-16,Second Class,AW-10930,OFF-AR-10003469,11.264,8,0.2,3.9424
8722,Ca-New-2016-120824,12-Jun-16,16-Jun-16,Second Class,AW-10930,OFF-ST-10002562,67.536,9,0.2,6.7536
8724,US-2016-135209,29-Dec-16,31-Dec-16,Second Class,MH-17290,OFF-PA-10002986,37.408,7,0.2,13.0928
8725,US-2016-135209,29-Dec-16,31-Dec-16,Second Class,MH-17290,OFF-PA-10000143,25.344,6,0.2,8.8704
8831,Ca-New-2016-167983,21-Aug-16,24-Aug-16,Second Class,RP-19270,OFF-BI-10003727,33.44,10,0.2,11.704
8882,Ca-New-2016-135594,30-Jun-16,03-Jul-16,Second Class,AH-10120,TEC-AC-10003038,50.12,7,0.2,-0.6265
9154,US-2015-106873,24-Sep-15,29-Sep-15,Second Class,KM-16720,OFF-AR-10001246,16.464,7,0.2,1.8522
9276,Ca-New-2016-113236,26-May-16,29-May-16,Second Class,CP-12085,OFF-ST-10000532,184.704,6,0.2,13.8528
9412,Ca-New-2016-108959,10-Mar-16,14-Mar-16,Second Class,MH-17785,OFF-ST-10001272,104.696,1,0.2,6.5435
9476,Ca-New-2015-100818,31-May-15,05-Jun-15,Second Class,JM-15265,OFF-PA-10001125,173.488,7,0.2,54.215
9486,Ca-New-2016-164770,02-Dec-16,04-Dec-16,Second Class,MY-18295,OFF-PA-10003893,30.816,9,0.2,9.63
9541,Ca-New-2015-135727,11-May-15,16-May-15,Second Class,PS-18970,FUR-CH-10004540,191.968,7,0.2,16.7972
326,Ca-New-2017-153339,03-Nov-17,05-Nov-17,Second Class,DJ-13510,FUR-FU-10001967,15.992,1,0.2,0.9995
561,Ca-New-2017-118731,20-Nov-17,22-Nov-17,Second Class,LP-17080,OFF-BI-10000069,84.056,7,0.2,27.3182
619,Ca-New-2017-117947,18-Aug-17,23-Aug-17,Second Class,NG-18355,OFF-BI-10002824,107.424,9,0.2,33.57
957,Ca-New-2017-102414,15-May-17,18-May-17,Second Class,JA-15970,TEC-PH-10002923,29.592,1,0.2,2.5893
1069,US-2017-139955,28-Sep-17,30-Sep-17,Second Class,CM-12160,OFF-SU-10001935,1.744,1,0.2,-0.3488
1080,Ca-New-2017-132521,23-Sep-17,25-Sep-17,Second Class,DW-13540,OFF-BI-10000404,6.88,1,0.2,2.322
1190,Ca-New-2017-117212,26-Feb-17,28-Feb-17,Second Class,BT-11530,TEC-PH-10004447,889.536,8,0.2,66.7152
1484,Ca-New-2017-101210,25-Aug-17,28-Aug-17,Second Class,DW-13540,OFF-PA-10000130,3.424,1,0.2,1.07
1520,Ca-New-2017-116204,11-Feb-17,14-Feb-17,Second Class,VW-21775,OFF-BI-10001759,21.336,7,0.2,7.7343
1599,Ca-New-2017-158876,19-Nov-17,21-Nov-17,Second Class,AB-10150,OFF-SU-10001165,6.672,1,0.2,0.5004
1804,Ca-New-2017-158379,22-Sep-17,26-Sep-17,Second Class,JA-15970,OFF-SU-10002881,4663.736,7,0.2,-1049.3406
1893,Ca-New-2017-145310,22-Dec-17,24-Dec-17,Second Class,JP-15520,OFF-EN-10002621,7.824,1,0.2,2.934
1912,Ca-New-2017-121503,03-Jul-17,06-Jul-17,Second Class,FH-14275,OFF-PA-10001878,273.896,7,0.2,92.4399
2075,Ca-New-2017-122504,07-Nov-17,12-Nov-17,Second Class,DB-13270,TEC-PH-10002468,761.544,7,0.2,66.6351
2535,US-2017-117723,15-Aug-17,18-Aug-17,Second Class,DL-13495,OFF-ST-10004459,1801.632,6,0.2,-337.806
2746,Ca-New-2017-163321,07-Aug-17,11-Aug-17,Second Class,FM-14380,TEC-AC-10004571,79.992,1,0.2,21.9978
2842,US-2017-135062,31-Aug-17,04-Sep-17,Second Class,RL-19615,OFF-PA-10000100,229.544,7,0.2,83.2097
2970,Ca-New-2017-167941,06-Nov-17,09-Nov-17,Second Class,JF-15565,OFF-PA-10001800,31.104,6,0.2,10.8864
3066,Ca-New-2017-106859,13-Mar-17,18-Mar-17,Second Class,BF-11215,TEC-PH-10004531,140.736,8,0.2,49.2576
3144,Ca-New-2017-162572,25-Sep-17,27-Sep-17,Second Class,RB-19360,OFF-AR-10001547,10.608,6,0.2,0.9282
3430,US-2017-111024,03-Jul-17,06-Jul-17,Second Class,SZ-20035,OFF-PA-10002246,30.96,6,0.2,11.223
3465,Ca-New-2017-128699,03-Dec-17,05-Dec-17,Second Class,ND-18370,TEC-AC-10001990,47.992,1,0.2,7.1988
3545,Ca-New-2017-121216,23-Dec-17,25-Dec-17,Second Class,MM-17920,OFF-PA-10004519,28.672,8,0.2,10.3936
3625,Ca-New-2017-113530,19-May-17,21-May-17,Second Class,BC-11125,FUR-CH-10002647,681.408,12,0.2,42.588
3689,Ca-New-2017-140760,02-Jun-17,05-Jun-17,Second Class,DO-13435,OFF-PA-10002479,25.344,6,0.2,7.92
4221,Ca-New-2017-134565,11-Jun-17,13-Jun-17,Second Class,TB-21400,OFF-BI-10001759,18.288,6,0.2,6.6294
4238,Ca-New-2017-104024,29-Aug-17,03-Sep-17,Second Class,MD-17860,OFF-AR-10001972,9.408,7,0.2,0.7056
4292,Ca-New-2017-102407,09-Dec-17,13-Dec-17,Second Class,AT-10435,FUR-TA-10003748,896.328,9,0.2,22.4082
4298,Ca-New-2017-129021,23-Aug-17,26-Aug-17,Second Class,PO-18850,TEC-PH-10001459,4367.896,13,0.2,327.5922
4300,Ca-New-2017-129021,23-Aug-17,26-Aug-17,Second Class,PO-18850,OFF-AP-10003040,161.376,6,0.2,12.1032
4350,Ca-New-2017-169894,24-Nov-17,29-Nov-17,Second Class,MV-17485,OFF-ST-10000060,415.872,8,0.2,-41.5872
4369,Ca-New-2017-117044,11-Sep-17,13-Sep-17,Second Class,HA-14920,OFF-PA-10003657,20.544,6,0.2,6.42
4587,US-2017-163790,02-Nov-17,04-Nov-17,Second Class,NL-18310,OFF-BI-10003718,590.352,6,0.2,206.6232
4805,Ca-New-2017-136364,13-Jul-17,17-Jul-17,Second Class,MH-17455,FUR-FU-10002501,91.008,9,0.2,19.3392
4917,Ca-New-2017-163125,09-Oct-17,11-Oct-17,Second Class,MB-17305,OFF-AR-10004344,67.144,7,0.2,5.8751
5233,Ca-New-2017-124436,19-Mar-17,22-Mar-17,Second Class,SA-20830,OFF-BI-10000343,27.496,7,0.2,9.2799
5441,US-2017-153633,13-Nov-17,18-Nov-17,Second Class,TC-21295,OFF-AR-10002335,2.064,1,0.2,0.1548
5459,Ca-New-2017-116680,04-Sep-17,06-Sep-17,Second Class,PK-19075,OFF-BI-10004022,13.344,6,0.2,4.3368
5460,Ca-New-2017-116680,04-Sep-17,06-Sep-17,Second Class,PK-19075,FUR-TA-10001771,1478.272,8,0.2,92.392
5768,Ca-New-2017-126396,08-Sep-17,12-Sep-17,Second Class,AR-10345,TEC-AC-10003116,85.2,6,0.2,20.235
5984,Ca-New-2017-112984,16-Sep-17,18-Sep-17,Second Class,EH-14185,OFF-PA-10003657,20.544,6,0.2,6.42
6025,Ca-New-2017-139717,24-Aug-17,26-Aug-17,Second Class,DM-13015,OFF-AP-10000938,646.272,8,0.2,64.6272
6045,Ca-New-2017-145702,19-May-17,24-May-17,Second Class,AH-10075,OFF-PA-10001526,27.888,7,0.2,10.1094
6448,US-2017-119816,04-Mar-17,06-Mar-17,Second Class,TT-21460,OFF-LA-10002381,2.464,1,0.2,0.8624
6449,US-2017-119816,04-Mar-17,06-Mar-17,Second Class,TT-21460,OFF-ST-10000918,8.72,1,0.2,0.654
6639,Ca-New-2017-103352,27-Nov-17,30-Nov-17,Second Class,RP-19390,OFF-BI-10001196,107.424,6,0.2,36.2556
6745,Ca-New-2017-111269,16-Jun-17,18-Jun-17,Second Class,CS-12355,TEC-AC-10001606,479.952,6,0.2,107.9892
7085,Ca-New-2017-118724,21-Jul-17,25-Jul-17,Second Class,AR-10825,TEC-PH-10002549,1626.192,9,0.2,121.9644
7090,Ca-New-2017-118864,15-Jun-17,19-Jun-17,Second Class,KH-16690,TEC-PH-10001809,119.96,1,0.2,7.4975
7107,Ca-New-2017-128944,19-Jun-17,21-Jun-17,Second Class,KH-16330,TEC-AC-10001553,122.328,9,0.2,1.5291
7242,Ca-New-2017-136651,23-Apr-17,25-Apr-17,Second Class,JF-15355,OFF-BI-10003638,92.88,6,0.2,30.186
7445,Ca-New-2017-127474,03-Feb-17,07-Feb-17,Second Class,RD-19810,OFF-PA-10001166,5.184,1,0.2,1.8144
7453,Ca-New-2017-105669,17-Sep-17,22-Sep-17,Second Class,SJ-20125,TEC-PH-10002415,1415.76,6,0.2,88.485
7881,Ca-New-2017-118017,03-Dec-17,06-Dec-17,Second Class,LC-16870,OFF-AR-10003856,13.344,6,0.2,1.0008
7882,Ca-New-2017-118017,03-Dec-17,06-Dec-17,Second Class,LC-16870,TEC-AC-10002006,76.752,6,0.2,10.5534
7883,Ca-New-2017-118017,03-Dec-17,06-Dec-17,Second Class,LC-16870,TEC-AC-10002006,102.336,8,0.2,14.0712
7885,Ca-New-2017-118017,03-Dec-17,06-Dec-17,Second Class,LC-16870,OFF-SU-10004782,47.32,7,0.2,5.915
7888,Ca-New-2017-118017,03-Dec-17,06-Dec-17,Second Class,LC-16870,FUR-FU-10004053,16.192,1,0.2,4.6552
7918,Ca-New-2017-100783,04-Sep-17,08-Sep-17,Second Class,JK-16120,OFF-AR-10000380,30.384,1,0.2,3.798
7966,Ca-New-2017-104864,18-Nov-17,23-Nov-17,Second Class,JS-15685,OFF-PA-10003309,41.472,8,0.2,14.5152
8019,Ca-New-2017-114804,17-Oct-17,19-Oct-17,Second Class,BF-11020,TEC-PH-10001700,52.792,1,0.2,4.6193
8040,Ca-New-2017-121489,21-Aug-17,25-Aug-17,Second Class,CM-11815,FUR-CH-10004698,388.704,6,0.2,38.8704
8045,Ca-New-2017-165008,15-Sep-17,17-Sep-17,Second Class,DO-13645,OFF-BI-10002794,295.056,9,0.2,106.9578
8696,Ca-New-2017-127096,15-Sep-17,17-Sep-17,Second Class,CS-12400,FUR-TA-10003473,300.904,1,0.2,11.2839
9081,Ca-New-2017-166898,11-Sep-17,13-Sep-17,Second Class,KH-16630,TEC-PH-10002564,143.952,6,0.2,17.994
9467,Ca-New-2017-102925,05-Nov-17,10-Nov-17,Second Class,CD-12280,OFF-BI-10002735,164.688,6,0.2,55.5822
9472,Ca-New-2017-102925,05-Nov-17,10-Nov-17,Second Class,CD-12280,OFF-BI-10002706,11.424,1,0.2,3.7128
9584,Ca-New-2017-116127,25-Jun-17,27-Jun-17,Second Class,SB-20185,FUR-BO-10002213,400.784,1,0.2,-5.0098
9601,Ca-New-2017-107797,08-May-17,11-May-17,Second Class,EB-13705,OFF-PA-10003848,41.472,8,0.2,14.5152
20,Ca-New-2014-143336,27-Aug-14,01-Sep-14,Second Class,ZD-21925,TEC-PH-10001949,213.48,3,0.2,16.011
116,Ca-New-2014-115259,25-Aug-14,27-Aug-14,Second Class,RC-19960,OFF-PA-10004965,23.976,3,0.2,7.4925
563,Ca-New-2014-145576,14-Sep-14,18-Sep-14,Second Class,CA-12775,FUR-FU-10004020,13.128,3,0.2,3.7743
974,Ca-New-2014-115791,16-Jan-14,18-Jan-14,Second Class,DL-13315,OFF-LA-10001074,30.072,3,0.2,10.1493
1519,Ca-New-2014-111059,03-Feb-14,06-Feb-14,Second Class,TB-21400,OFF-BI-10002827,13.272,3,0.2,4.3134
2276,Ca-New-2014-157882,03-Oct-14,08-Oct-14,Second Class,AR-10405,FUR-CH-10002774,122.352,3,0.2,13.7646
2344,US-2014-155894,26-Jul-14,30-Jul-14,Second Class,CL-11890,OFF-ST-10004804,123.552,3,0.2,-29.3436
2543,Ca-New-2014-164385,26-Sep-14,01-Oct-14,Second Class,NB-18580,OFF-AP-10002191,143.952,3,0.2,14.3952
2721,Ca-New-2014-121286,04-Nov-14,08-Nov-14,Second Class,ON-18715,OFF-FA-10000585,8.376,3,0.2,2.7222
2984,US-2014-112872,06-Dec-14,11-Dec-14,Second Class,RC-19960,OFF-ST-10002205,53.424,3,0.2,4.6746
3156,Ca-New-2014-128986,03-Aug-14,05-Aug-14,Second Class,GH-14410,OFF-PA-10001289,93.024,3,0.2,33.7212
3201,Ca-New-2014-164224,18-May-14,20-May-14,Second Class,TT-21070,FUR-FU-10000308,149.232,3,0.2,3.7308
3597,Ca-New-2014-102869,09-Sep-14,14-Sep-14,Second Class,LC-17140,OFF-PA-10000788,15.552,3,0.2,5.4432
3599,Ca-New-2014-102869,09-Sep-14,14-Sep-14,Second Class,LC-17140,FUR-FU-10002456,17.472,3,0.2,5.0232
3608,Ca-New-2014-163559,23-Sep-14,28-Sep-14,Second Class,ST-20530,OFF-BI-10002026,139.44,3,0.2,47.061
3774,US-2014-102715,11-Apr-14,13-Apr-14,Second Class,JK-15370,OFF-FA-10001332,6.912,3,0.2,2.3328
3775,US-2014-102715,11-Apr-14,13-Apr-14,Second Class,JK-15370,TEC-AC-10002001,383.976,3,0.2,81.5949
3966,Ca-New-2014-164910,12-Nov-14,17-Nov-14,Second Class,DM-13345,OFF-AR-10003651,7.872,3,0.2,0.8856
4728,Ca-New-2014-119151,25-Nov-14,29-Nov-14,Second Class,MP-18175,FUR-BO-10003159,275.952,3,0.2,-37.9434
5029,Ca-New-2014-151792,02-Sep-14,07-Sep-14,Second Class,CV-12295,TEC-AC-10001606,239.976,3,0.2,53.9946
5467,Ca-New-2014-107706,14-Feb-14,19-Feb-14,Second Class,ST-20530,OFF-PA-10000466,16.176,3,0.2,6.066
6555,Ca-New-2014-137092,20-Oct-14,22-Oct-14,Second Class,LS-16975,OFF-ST-10003805,505.32,3,0.2,31.5825
6875,Ca-New-2014-124394,17-Oct-14,22-Oct-14,Second Class,TB-21520,TEC-AC-10001314,119.976,3,0.2,-17.9964
7165,Ca-New-2014-122070,22-Apr-14,24-Apr-14,Second Class,AH-10030,OFF-BI-10004970,9.912,3,0.2,3.3453
7168,Ca-New-2014-117464,22-Jul-14,24-Jul-14,Second Class,NP-18325,FUR-CH-10000155,717.72,3,0.2,71.772
7170,Ca-New-2014-117464,22-Jul-14,24-Jul-14,Second Class,NP-18325,FUR-TA-10004767,170.352,3,0.2,19.1646
8381,Ca-New-2014-103527,09-Sep-14,14-Sep-14,Second Class,CC-12220,OFF-PA-10001622,10.896,3,0.2,3.405
8941,Ca-New-2014-130918,22-Aug-14,24-Aug-14,Second Class,JP-15520,OFF-SU-10003936,7.632,3,0.2,-1.8126
9342,Ca-New-2014-155264,19-Oct-14,22-Oct-14,Second Class,RP-19270,TEC-PH-10001305,117.576,3,0.2,11.7576
9380,Ca-New-2014-154158,23-Dec-14,27-Dec-14,Second Class,CC-12670,OFF-PA-10001295,45.528,3,0.2,15.9348
9990,Ca-New-2014-110422,21-Jan-14,23-Jan-14,Second Class,TB-21400,FUR-FU-10001889,25.248,3,0.2,4.1028
313,Ca-New-2016-142902,12-Sep-16,14-Sep-16,Second Class,BP-11185,OFF-LA-10000634,6.264,3,0.2,2.0358
399,Ca-New-2016-108987,08-Sep-16,10-Sep-16,Second Class,AG-10675,OFF-ST-10001580,35.952,3,0.2,3.5952
631,US-2016-135720,11-Dec-16,13-Dec-16,Second Class,FM-14380,OFF-ST-10001963,243.384,3,0.2,-51.7191
650,Ca-New-2016-160745,11-Dec-16,16-Dec-16,Second Class,AR-10825,TEC-PH-10003273,302.376,3,0.2,22.6782
886,Ca-New-2015-143602,25-Apr-15,28-Apr-15,Second Class,JS-15595,OFF-BI-10002071,13.944,3,0.2,4.5318
1026,Ca-New-2016-126529,11-Jan-16,13-Jan-16,Second Class,DE-13255,OFF-PA-10001166,15.552,3,0.2,5.4432
1027,Ca-New-2016-126529,11-Jan-16,13-Jan-16,Second Class,DE-13255,OFF-PA-10003656,63.312,3,0.2,20.5764
1043,Ca-New-2016-102981,06-Sep-16,09-Sep-16,Second Class,MO-17500,FUR-BO-10001811,722.352,3,0.2,90.294
1088,Ca-New-2016-166163,15-Aug-16,20-Aug-16,Second Class,CY-12745,TEC-PH-10004896,71.976,3,0.2,7.1976
1180,Ca-New-2016-168081,24-Apr-16,27-Apr-16,Second Class,CA-12055,TEC-AC-10003174,258.696,3,0.2,64.674
1208,Ca-New-2016-137050,14-Jul-16,18-Jul-16,Second Class,SW-20755,OFF-BI-10002160,9.144,3,0.2,3.2004
1259,US-2016-168620,24-Dec-16,28-Dec-16,Second Class,RB-19795,OFF-ST-10003716,540.048,3,0.2,-47.2542
1610,US-2016-115819,19-Apr-16,24-Apr-16,Second Class,JO-15280,OFF-BI-10000591,9.336,3,0.2,3.2676
1665,Ca-New-2016-128531,24-Nov-16,26-Nov-16,Second Class,NS-18505,TEC-AC-10002049,297.576,3,0.2,-7.4394
1666,Ca-New-2016-128531,24-Nov-16,26-Nov-16,Second Class,NS-18505,OFF-FA-10002676,4.344,3,0.2,0.8688
1668,Ca-New-2016-128531,24-Nov-16,26-Nov-16,Second Class,NS-18505,OFF-PA-10000167,74.352,3,0.2,23.235
1669,Ca-New-2016-128531,24-Nov-16,26-Nov-16,Second Class,NS-18505,OFF-AR-10003405,14.04,3,0.2,1.5795
1748,Ca-New-2016-155670,13-Aug-16,17-Aug-16,Second Class,EM-14065,OFF-PA-10004947,10.272,3,0.2,3.21
1801,Ca-New-2016-121034,08-Aug-16,10-Aug-16,Second Class,JF-15565,OFF-PA-10001994,53.952,3,0.2,17.5344
1828,Ca-New-2016-109344,08-Feb-16,11-Feb-16,Second Class,CH-12070,TEC-PH-10002624,1127.976,3,0.2,126.8973
1924,Ca-New-2016-156685,08-Jul-16,10-Jul-16,Second Class,SC-20230,OFF-AR-10000588,47.616,3,0.2,3.5712
2206,Ca-New-2016-164350,10-Sep-16,12-Sep-16,Second Class,CG-12040,OFF-AR-10000538,67.56,3,0.2,8.445
2326,Ca-New-2015-105102,15-Sep-15,19-Sep-15,Second Class,BM-11575,OFF-BI-10002082,79.872,3,0.2,29.952
2462,Ca-New-2015-142419,11-Jul-15,13-Jul-15,Second Class,SC-20380,OFF-BI-10001597,98.352,3,0.2,34.4232
2745,Ca-New-2015-140144,20-Jun-15,25-Jun-15,Second Class,SC-20770,TEC-PH-10002726,125.976,3,0.2,47.241
2869,Ca-New-2016-115588,10-Nov-16,12-Nov-16,Second Class,AF-10885,OFF-ST-10001558,38.976,3,0.2,-2.436
3305,Ca-New-2014-104738,30-Dec-14,01-Jan-15,Second Class,SP-20620,OFF-EN-10004955,12.984,3,0.2,4.7067
3307,Ca-New-2014-104738,30-Dec-14,01-Jan-15,Second Class,SP-20620,TEC-PH-10000576,328.776,3,0.2,28.7679
3551,Ca-New-2016-152555,29-Mar-16,02-Apr-16,Second Class,ME-17320,OFF-PA-10001295,45.528,3,0.2,15.9348
3873,Ca-New-2015-132486,23-Oct-15,27-Oct-15,Second Class,JF-15355,FUR-CH-10001854,842.352,3,0.2,42.1176
3874,Ca-New-2016-136231,05-Sep-16,07-Sep-16,Second Class,DM-13015,OFF-EN-10001099,23.472,3,0.2,7.6284
3877,Ca-New-2016-136231,05-Sep-16,07-Sep-16,Second Class,DM-13015,OFF-PA-10000327,10.272,3,0.2,3.21
3922,Ca-New-2016-110044,28-Jun-16,02-Jul-16,Second Class,RF-19735,TEC-PH-10001299,359.976,3,0.2,35.9976
4087,Ca-New-2016-111913,04-Aug-16,06-Aug-16,Second Class,LC-16930,OFF-BI-10003291,20.952,3,0.2,7.0713
4088,Ca-New-2016-111913,04-Aug-16,06-Aug-16,Second Class,LC-16930,OFF-BI-10000343,11.784,3,0.2,3.9771
4320,Ca-New-2014-152345,29-Dec-14,03-Jan-15,Second Class,ST-20530,TEC-PH-10004897,23.976,3,0.2,-5.6943
4548,Ca-New-2015-126557,12-Jul-15,17-Jul-15,Second Class,RL-19615,OFF-AR-10003190,6.912,3,0.2,0.6912
4562,Ca-New-2015-118871,04-Dec-15,09-Dec-15,Second Class,HM-14860,TEC-PH-10000193,110.352,3,0.2,8.2764
4617,Ca-New-2015-159863,04-Sep-15,07-Sep-15,Second Class,DS-13180,TEC-AC-10000109,134.376,3,0.2,6.7188
4730,Ca-New-2016-124681,18-Jul-16,23-Jul-16,Second Class,SV-20935,TEC-AC-10000487,15.576,3,0.2,3.3099
4770,US-2016-114888,19-Sep-16,24-Sep-16,Second Class,CC-12430,OFF-BI-10003355,11.952,3,0.2,4.1832
4814,Ca-New-2016-121370,14-Nov-16,19-Nov-16,Second Class,EB-14110,FUR-FU-10002813,48.576,3,0.2,9.7152
4846,Ca-New-2015-124044,23-Jul-15,26-Jul-15,Second Class,MS-17830,OFF-BI-10003460,10.512,3,0.2,3.6792
4916,Ca-New-2015-161830,24-Sep-15,26-Sep-15,Second Class,ME-17725,OFF-BI-10001097,14.952,3,0.2,5.4201
4980,US-2016-131114,09-Dec-16,13-Dec-16,Second Class,RW-19630,OFF-SU-10001664,20.568,3,0.2,1.5426
